Key,Program,Subawardee UEI,Subawardee Vendor Name,Primary NAICS-6,NAICS-6 Description,Parent UEI,Parent Vendor Name,Parent UEI(s),Role / Description,Source URLs
Columbia|GZ57A195G7K6,Columbia,GZ57A195G7K6,WAUKESHA BEARINGS CORPORATION,541330,Engineering Services,JBMKQ8ZH6FN9,Dover Corporation,JBMKQ8ZH6FN9,"The exact Columbia bearing is not disclosed. This engineering entity most likely performed design, analysis, and qualification of custom hydrodynamic thrust/journal bearings for a major rotating machine—most plausibly the electric-propulsion train or turbine-generator machinery in the aft engineering spaces—based on Waukesha’s naval bearing line and prior submarine main-thrust-bearing work.","https://www.waukbearing.com/en/industries/marine.html
https://man.fas.org/dod-101/sys/ship/docs/930930-cr.htm
https://www.highergov.com/subcontract/N0001413C0187-SNE101-071/
https://www.ussdc.org/boat/construction"
Columbia|JTNDE6EBHL41,Columbia,JTNDE6EBHL41,TRIDENT TECHNICAL COLLEGE,923110,Administration of Education Programs,XRCGNXUSUE58,,XRCGNXUSUE58,,
Columbia|HJUAXSF12JR6,Columbia,HJUAXSF12JR6,"CUSTOM HYDRAULIC & MACHINE, INC.",332912,Fluid Power Valve and Hose Fitting Manufacturing,,,,,
Columbia|V87VJJNMMFH9,Columbia,V87VJJNMMFH9,"DEXTER MAGNETIC TECHNOLOGIES, INC.",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,,,,
Columbia|T5C6JNLVSC17,Columbia,T5C6JNLVSC17,HYDRATIGHT OPERATIONS INC,332216,Saw Blade and Handtool Manufacturing,,,,,
Columbia|G58FFJ6F2CA7,Columbia,G58FFJ6F2CA7,GK MECHANICAL SYSTEMS LLC,336611,Ship Building and Repairing,GMNNMEA95K18,"NOVARIA HOLDINGS, LLC",GMNNMEA95K18,,
Columbia|MXTJBDD1L4T4,Columbia,MXTJBDD1L4T4,"TAYLOR DEVICES, INC.",333995,Fluid Power Cylinder and Actuator Manufacturing,MXTJBDD1L4T4,"TAYLOR DEVICES, INC.",MXTJBDD1L4T4,,
Columbia|NFCDTTZM5JL3,Columbia,NFCDTTZM5JL3,DUREX INTERNATIONAL CORP.,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,,,,,
Columbia|YHJESY2TDP23,Columbia,YHJESY2TDP23,MAJOR TOOL & MACHINE INC,332710,Machine Shops,LFFYZFAR2EH2,,LFFYZFAR2EH2,,
Columbia|MVJ8B69F5CL6,Columbia,MVJ8B69F5CL6,"RIGGINS COMPANY, L.C.",332410,Power Boiler and Heat Exchanger Manufacturing,MVJ8B69F5CL6,"RIGGINS COMPANY, L.C.",MVJ8B69F5CL6,,
Columbia|G45GNP4ARKJ3,Columbia,G45GNP4ARKJ3,PROTERIAL CABLE AMERICA INC,332710,Machine Shops,,,,,
Columbia|XH9ADBLZRMF1,Columbia,XH9ADBLZRMF1,MELLINGER ENGINEERING GROUP LLC,551112,Offices of Other Holding Companies,,,,,
Columbia|C1H7UWEXRVN7,Columbia,C1H7UWEXRVN7,HOTTINGER BRUEL & KJAER INC.,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,,,,
Columbia|QB7EKDNK2E83,Columbia,QB7EKDNK2E83,SHELBY SUPPLY CO LLC,332710,Machine Shops,,,,,
Columbia|JX92LMWRTRJ9,Columbia,JX92LMWRTRJ9,"DONALDSON COMPANY, INC.",333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,QLUGMNNMV4L8,,QLUGMNNMV4L8,,
Columbia|J7RQVJ723JM3,Columbia,J7RQVJ723JM3,MADISON COMPANY,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",J7RQVJ723JM3,MADISON COMPANY,J7RQVJ723JM3,,
Columbia|UR5TFK3LAVL5,Columbia,UR5TFK3LAVL5,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",339999,All Other Miscellaneous Manufacturing,G3MFPVJHC8R1,"Frs Holdings, Inc.",G3MFPVJHC8R1,,
Columbia|TJGHTGTTVEA1,Columbia,TJGHTGTTVEA1,"SAFARI MICRO GOVERNMENT SOLUTIONS, LLC",334111,Electronic Computer Manufacturing,,,,,
Columbia|R7JLC1Y2PLJ1,Columbia,R7JLC1Y2PLJ1,SCHROEDER INDUSTRIES LLC,339999,All Other Miscellaneous Manufacturing,TNLQJ5ULW665,HYDAC TECHNOLOGY CORP,TNDFBBB3HBK1; TNLQJ5ULW665,,
Columbia|JA3LXNZMCTA9,Columbia,JA3LXNZMCTA9,KK MOLD DESIGN & MACHINING LLC,332710,Machine Shops,,,,,
Columbia|FR7WWCCNBQZ6,Columbia,FR7WWCCNBQZ6,DK MACHINE INC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,,,,
Columbia|HNAKLNNSE339,Columbia,HNAKLNNSE339,"HOWELL LABORATORIES, INC.",332710,Machine Shops,,,,,
Columbia|DEGHQRGPKTQ8,Columbia,DEGHQRGPKTQ8,PARKER-HANNIFIN CORPORATION,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,W138B61KN3Q7,,
Columbia|GHVMX1DLDAK6,Columbia,GHVMX1DLDAK6,"WURTH REVCAR FASTENERS, INC.",332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",XMRBFR868NS3,,MT6DZPQUP663; XMRBFR868NS3,,
Columbia|NNRGV1N3Y1G5,Columbia,NNRGV1N3Y1G5,"WOLF ROBOTICS, LLC",,n/a (no SAM record),NA1PAN9A9F15,LINCOLN ELECTRIC HOLDINGS INC.,NA1PAN9A9F15,,
Columbia|S9FENR91JGV9,Columbia,S9FENR91JGV9,THE CARONDELET FOUNDRY CORPORATION,331513,Steel Foundries (except Investment),,,,,
Columbia|M35SG6PKLJB3,Columbia,M35SG6PKLJB3,"ALASKAN COPPER COMPANIES, INC.",332996,Fabricated Pipe and Pipe Fitting Manufacturing,M35SG6PKLJB3,"ALASKAN COPPER COMPANIES, INC.",GPEHQHPNYZ31; M35SG6PKLJB3,,
Columbia|KNEFNMWXBK39,Columbia,KNEFNMWXBK39,JO-KELL INC.,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",KNEFNMWXBK39,JO-KELL INC.,KNEFNMWXBK39,,
Columbia|EDNNTCM7SUS8,Columbia,EDNNTCM7SUS8,"IMIA, LLC",336611,Ship Building and Repairing,KZA5CX3J8KE8,,KZA5CX3J8KE8,,
Columbia|DNY9WHR3SKK6,Columbia,DNY9WHR3SKK6,CLARK-RELIANCE LLC,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",DNY9WHR3SKK6,CLARK-RELIANCE LLC,DNY9WHR3SKK6,,
Columbia|WJ1XMJMTSYL9,Columbia,WJ1XMJMTSYL9,"PAROSCIENTIFIC, INC.",334519,Other Measuring and Controlling Device Manufacturing,,,,,
Columbia|C1NAJQ34VWM5,Columbia,C1NAJQ34VWM5,CAMERON ENERGY SERVICES CORP.,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,,,,
Columbia|R82KDN15JP13,Columbia,R82KDN15JP13,"DYNETICS TECHNICAL SOLUTIONS, INC.",541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.",FH7ML8E9EWJ7; ZL41ERXMPAR3,,
Columbia|MEQJENNPRLG9,Columbia,MEQJENNPRLG9,"MASS CRANE & HOIST SERVICES, INC",333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",,,,,
Columbia|UKXMHUWSFLW7,Columbia,UKXMHUWSFLW7,"G.W. LISK COMPANY, INC.",336412,Aircraft Engine and Engine Parts Manufacturing,UKXMHUWSFLW7,"G.W. LISK COMPANY, INC.",UKXMHUWSFLW7,,
Columbia|UNG7G6S4JRA6,Columbia,UNG7G6S4JRA6,"5TH AXIS, LLC",339999,All Other Miscellaneous Manufacturing,UNG7G6S4JRA6,5TH AXIS LLC,UNG7G6S4JRA6,,
Columbia|CERUMMHMPXZ9,Columbia,CERUMMHMPXZ9,"CONAM INSPECTION AND ENGINEERING SERVICES, INC.",541380,Testing Laboratories and Services,N8DAXK7KXKM8,"MISTRAS GROUP, INC.",N8DAXK7KXKM8,,
Columbia|DDQCLD6FEJJ6,Columbia,DDQCLD6FEJJ6,"TOG MANUFACTURING COMPANY, INC.",332721,Precision Turned Product Manufacturing,RC1NNGFRMMM7,"STANLEY BLACK & DECKER, INC.",RC1NNGFRMMM7,,
Columbia|CSB6FUPJ5TC1,Columbia,CSB6FUPJ5TC1,"TDS AUTOMATION, INC.",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,P14GLCQZZYN3,,P14GLCQZZYN3; ZTPCCBA4M5N5,,
Columbia|QPB2M919LQM5,Columbia,QPB2M919LQM5,MATERION BRUSH INC,331529,Other Nonferrous Metal Foundries (except Die-Casting),QT9LCNSYE637,MATERION CORPORATION,QT9LCNSYE637,,
Columbia|T2VFE1NGR3G5,Columbia,T2VFE1NGR3G5,"DRS TRAINING & CONTROL SYSTEMS, LLC",334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,W8PTMRME1496,LEONARDO SPA,W8PTMRME1496,"The Fort Walton Beach DRS Training & Control Systems entity develops training, control, and wireless-communications electronics. I found no public source identifying a distinct Columbia-class construction component supplied by this UEI.",https://www.highergov.com/awardee/drs-training-control-systems-llc-10107268/
Columbia|JHPXZQA4R1X1,Columbia,JHPXZQA4R1X1,"BLACK ROCK TECHNOLOGY GROUP, LLC",423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,,,,,
Columbia|PUFMZLZJ2BY2,Columbia,PUFMZLZJ2BY2,MATTHEW WARREN INC,332613,Spring Manufacturing,,,,,
Columbia|EDJPMQN1HSJ1,Columbia,EDJPMQN1HSJ1,MSA SAFETY SALES LLC,339113,Surgical Appliance and Supplies Manufacturing,HJG5ZSLCMTJ9,MSA Safety Incorporated,EDJPMQN1HSJ1; HJG5ZSLCMTJ9,,
Columbia|XEYGFMKSLWW5,Columbia,XEYGFMKSLWW5,THE BUTLER WELDMENTS CORPORATION,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,XEYGFMKSLWW5,THE BUTLER WELDMENTS CORPORATION,XEYGFMKSLWW5,,
Columbia|XFM4VGW1NBE4,Columbia,XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",335132,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",XFM4VGW1NBE4,,
Columbia|NGMSB6M2QKA4,Columbia,NGMSB6M2QKA4,ASA ENVIRONMENTAL PRODUCTS INC,423840,Industrial Supplies Merchant Wholesalers,,,,,
Columbia|JEDSVNSMLTN4,Columbia,JEDSVNSMLTN4,"OXFORD GLOBAL RESOURCES, LLC",561320,Temporary Help Services,MS5YBJZS9Y46,"ON ASSIGNMENT, INC.",MS5YBJZS9Y46,,
Columbia|K6LKL4BYZGZ6,Columbia,K6LKL4BYZGZ6,TRILOGIC SYSTEMS CORPORATION,541519,Other Computer Related Services,,,,,
Columbia|UPAPN5VL4KR9,Columbia,UPAPN5VL4KR9,EATON AEROSPACE LLC,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",MBJ8ANU347W7,EATON CORPORATION PUBLIC LIMITED COMPANY,MBJ8ANU347W7,,
Columbia|RDRYVJJX3NA5,Columbia,RDRYVJJX3NA5,"ELECTRO STANDARDS LABORATORY, INC.",541330,Engineering Services,,,,,
Columbia|JFHLZNJLWAN5,Columbia,JFHLZNJLWAN5,"TM INDUSTRIES, LLC",332710,Machine Shops,F17YKE4BDQS4,,F17YKE4BDQS4; FFXKK2MMEM97,,
Columbia|EB3GK67LJFR1,Columbia,EB3GK67LJFR1,SCHWEITZER ENGINEERING LABORATORIES INC,335314,Relay and Industrial Control Manufacturing,EB3GK67LJFR1,"SCHWEITZER ENGINEERING LABORATORIES, INC.",EB3GK67LJFR1,,
Columbia|XDF1FRDG8KK4,Columbia,XDF1FRDG8KK4,"FOSTER-MILLER, INC.",336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,LL4CVJVLBGN1,QINETIQ GROUP PLC,LL4CVJVLBGN1,,
Columbia|NKUARJG8E2E8,Columbia,NKUARJG8E2E8,ROSCID TECHNOLOGIES,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,,,,
Columbia|VJFKVNQBYVL5,Columbia,VJFKVNQBYVL5,GREENE RUBBER CO INC,326291,Rubber Product Manufacturing for Mechanical Use,VJFKVNQBYVL5,"GREENE RUBBER COMPANY, INC.",VJFKVNQBYVL5,,
Columbia|C3L9A8H3TWG5,Columbia,C3L9A8H3TWG5,"AERO NAV LABORATORIES, INC.",,"n/a (SAM record, no NAICS)",,,,,
Columbia|E83TNKA9JCY6,Columbia,E83TNKA9JCY6,AIR SYSTEMS COMPONENTS INC,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,XEQ3L57D2J24,,
Columbia|PS39EKC82UU5,Columbia,PS39EKC82UU5,DIT-MCO INTERNATIONAL LLC,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,SGSBHJMN78B6,"Commerce Bancshares, Inc.",SGSBHJMN78B6,,
Columbia|DJMMEPKGGNB3,Columbia,DJMMEPKGGNB3,"MEASUREMENT SPECIALTIES, INC.",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",MPCXJJQJAL83,TE Connectivity Ltd.,MPCXJJQJAL83; RXA2JHPN9JD3,,
Columbia|N1C5QLNPJLS4,Columbia,N1C5QLNPJLS4,DELL FEDERAL SYSTEMS L.P,334111,Electronic Computer Manufacturing,JGSNSER23GR6,,JGSNSER23GR6; TJCDPVN6RNP7,,
Columbia|UE9QJD4KK1L6,Columbia,UE9QJD4KK1L6,"LEIDOS, INC.",541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.",ZL41ERXMPAR3,,
Columbia|M618ETNNYA77,Columbia,M618ETNNYA77,DROITCOUR CO,332721,Precision Turned Product Manufacturing,,,,,
Columbia|E6KQEMMCJ9B6,Columbia,E6KQEMMCJ9B6,"ATRENNE COMPUTING SOLUTIONS, LLC",334111,Electronic Computer Manufacturing,JVPJXP6A4DF8,,E6KQEMMCJ9B6; JVPJXP6A4DF8,,
Columbia|WW6HFEMKWPC5,Columbia,WW6HFEMKWPC5,FRIES SPINNING & STAMPINGS INC,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,,,
Columbia|W547TUQXJ8Y4,Columbia,W547TUQXJ8Y4,CARVER PUMP COMPANY,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",W547TUQXJ8Y4,CARVER PUMP COMPANY,W547TUQXJ8Y4,,
Columbia|EJT5ERY72NJ3,Columbia,EJT5ERY72NJ3,WELLS PROFESSIONAL CONSULTING SERVICES LLC,541330,Engineering Services,,,,,
Columbia|GNH1FJWKY3G3,Columbia,GNH1FJWKY3G3,"WEST PHILA. BRONZE CO., INC",331529,Other Nonferrous Metal Foundries (except Die-Casting),,,,,
Columbia|GE3JLF1PZBM8,Columbia,GE3JLF1PZBM8,RETLIF INCORPORATED,541380,Testing Laboratories and Services,GE3JLF1PZBM8,RETLIF INCORPORATED,GE3JLF1PZBM8,,
Columbia|KYFUJ83L3UY9,Columbia,KYFUJ83L3UY9,CONE DRIVE OPERATIONS INC,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",XBY5FEGMU441,THE TIMKEN COMPANY,XBY5FEGMU441,,
Columbia|H5YBZ3M7LKG3,Columbia,H5YBZ3M7LKG3,"HAYES PUMP, INC.",423830,Industrial Machinery and Equipment Merchant Wholesalers,H5YBZ3M7LKG3,"HAYES PUMP, INC.",H5YBZ3M7LKG3,,
Columbia|EFVKMVKJ7WA4,Columbia,EFVKMVKJ7WA4,FIBA TECHNOLOGIES INC,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",,,,,
Columbia|MDH6KH9D4SG7,Columbia,MDH6KH9D4SG7,"ASCO POWER TECHNOLOGIES, L..P.",335313,Switchgear and Switchboard Apparatus Manufacturing,T2PGFX9RZJH9,,KSFXGBDLNG74; PG7AZJQMRL27; T2PGFX9RZJH9,,
Columbia|MU3CM1145E44,Columbia,MU3CM1145E44,PROGENY SYSTEMS CORPORATION,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",MU3CM1145E44,PROGENY SYSTEMS CORPORATION,MU3CM1145E44,"Supports installation, integration, and testing of Columbia's strategic fire-control system, including mechanical, electrical, and fiber-optic components.","https://bebee.com/us/jobs/shipyard-installation-and-test-specialist-progeny-systems-corporation-groton--lensa-2365_4dab2157fe83a565d40c53ee95a4f1822907a71a03a3df31481b8383cd6b4e3d
https://news.clearancejobs.com/2016/02/17/progeny-systems-awarded-submarine-combat-control-contract/"
Columbia|T3DYDNW4KVC7,Columbia,T3DYDNW4KVC7,"KAUFMAN COMPANY, INC.",423840,Industrial Supplies Merchant Wholesalers,,,,,
Columbia|HF33ZG3KCKL5,Columbia,HF33ZG3KCKL5,LORD CORPORATION,,n/a (no SAM record),X97ZECBY6573,LORD CORPORATION,X97ZECBY6573,,
Columbia|HYNSUU4GPWA9,Columbia,HYNSUU4GPWA9,GLOBAL EXECUTIVE SOLUTIONS LLC,541611,Administrative Management and General Management Consulting Services,,,,,
Columbia|HMBSX7Z72UK4,Columbia,HMBSX7Z72UK4,"WESTLAND TECHNOLOGIES, INC.",326291,Rubber Product Manufacturing for Mechanical Use,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,SFBKRA9THBA3,"Westland Technologies supplies molded elastomeric submarine products such as acoustic baffles, hull treatments, vibration damping, and signature-reduction components. Westland lists the Columbia class among its supported programs, although the exact part number or ship location is not public.","https://westland.globecomposite.com/
https://westland.globecomposite.com/capabilities
https://www.globecomposite.com/"
Columbia|MYNQR7KVKSA6,Columbia,MYNQR7KVKSA6,SCHNEIDER ELECTRIC SYSTEMS USA INC,334111,Electronic Computer Manufacturing,KSFXGBDLNG74,SCHNEIDER ELECTRIC SE,KSFXGBDLNG74,,
Columbia|NRFJMVNYQ6C3,Columbia,NRFJMVNYQ6C3,"ZAPATA GROUP, INC.",541330,Engineering Services,NRFJMVNYQ6C3,"ZAPATA GROUP, INC.",NRFJMVNYQ6C3,,
Columbia|MWJTQK36KMG3,Columbia,MWJTQK36KMG3,ZAPATA INCORPORATED,562910,Remediation Services,NRFJMVNYQ6C3,"ZAPATA GROUP, INC.",NRFJMVNYQ6C3,,
Columbia|V73QNVKJWAJ9,Columbia,V73QNVKJWAJ9,CRYSTAL GROUP INC.,334111,Electronic Computer Manufacturing,M1DFCE4G2PM8,"DEXTER APACHE HOLDINGS, INC.",M1DFCE4G2PM8,,
Columbia|NSEVFLRKSUV1,Columbia,NSEVFLRKSUV1,"NITCO, LLC",333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",ENB9DTFH6MP8,Alta Equipment Group Inc.,ENB9DTFH6MP8,,
Columbia|V1XJX2JT3JK1,Columbia,V1XJX2JT3JK1,VECTOR NORTH AMERICA INC.,,"n/a (SAM record, no NAICS)",P3S2F1HKFDM4,Vector Stiftung,P3S2F1HKFDM4,,
Columbia|WEK3JBN7G6L7,Columbia,WEK3JBN7G6L7,ADMIRAL FILTER COMPANY LLC,333998,All Other Miscellaneous General Purpose Machinery Manufacturing,,,,,
Columbia|RK6GKSXPC8W7,Columbia,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,,,,,
Columbia|D1L2HV3GLLY3,Columbia,D1L2HV3GLLY3,TIOGA PIPE INC,423510,Metal Service Centers and Other Metal Merchant Wholesalers,D1L2HV3GLLY3,TIOGA PIPE INC,D1L2HV3GLLY3,,
Columbia|EKY1E33VMH27,Columbia,EKY1E33VMH27,"UNITED RENTALS (NORTH AMERICA), INC.",532490,OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,,,,,
Columbia|R2D6XY1EM6J8,Columbia,R2D6XY1EM6J8,SENSARAS,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,,,,
Columbia|WJYVCPD5HKK7,Columbia,WJYVCPD5HKK7,"BWXT NUCLEAR OPERATIONS GROUP, INC.",332410,Power Boiler and Heat Exchanger Manufacturing,CMT4S6G76QB5,"BABCOCK & WILCOX COMPANY, THE",CMT4S6G76QB5,Manufactures naval nuclear-reactor components for Columbia-class submarines. BWXT states that its naval nuclear-propulsion work includes reactor-component production for the Columbia program.,"https://www.bwxt.com/bwxt-announces-2-6-billion-in-contracts-for-naval-nuclear-reactor-components/
https://www.bwxt.com/sectors/defense-space/sea/naval-nuclear-propulsion/"
Columbia|XNFVD42NAB73,Columbia,XNFVD42NAB73,TRIAS CONSTRUCTION LLC,236220,Commercial and Institutional Building Construction,,,,,
Columbia|K572F32CSLG5,Columbia,K572F32CSLG5,MANPOWER INC.,,"n/a (SAM record, no NAICS)",,,,,
Columbia|QLTXH525A671,Columbia,QLTXH525A671,"RAPID PREP, LLC",532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,QLTXH525A671,"RAPID PREP, LLC",QLTXH525A671,,
Columbia|ZA7HPV7XXUE3,Columbia,ZA7HPV7XXUE3,"MERRILL TECHNOLOGIES GROUP, INC.",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,"MERRILL TECHNOLOGIES GROUP, INC.",,,
Columbia|SJDXENRDPKE8,Columbia,SJDXENRDPKE8,SOPHEON CORPORATION,513210,Software Publishers,C42JQSEUNF23,SOPHEON PLC,C42JQSEUNF23,,
Columbia|XSVGNUK78U74,Columbia,XSVGNUK78U74,BAC CORROSION CONTROL A/S,331524,Aluminum Foundries (except Die-Casting),N59KLKMGK7T6,Christian Peter Thomsen Holding ApS,N59KLKMGK7T6,,
Columbia|NKNLZEBJBM67,Columbia,NKNLZEBJBM67,TRANSDIGM INC,332912,Fluid Power Valve and Hose Fitting Manufacturing,UAC2KLJM4XY1,Transdigm Group Incorporated,UAC2KLJM4XY1,,
Columbia|CZKYJKB7H9J7,Columbia,CZKYJKB7H9J7,"VEGAS FASTENER MANUFACTURING, LLC",332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",RBANKF6MUJS9,"Efg Holdings, Inc.",RBANKF6MUJS9,,
Columbia|PVLTABUDXLR4,Columbia,PVLTABUDXLR4,HARTFORD ELECTRIC SUPPLY COMPANY THE,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,PVLTABUDXLR4,HARTFORD ELECTRIC SUPPLY COMPANY THE,PVLTABUDXLR4,,
Columbia|TSJLBQWEYD73,Columbia,TSJLBQWEYD73,CUSTOM MAGNETICS OF CALIFORNIA INC,335311,"Power, Distribution, and Specialty Transformer Manufacturing",,,,,
Columbia|JM2GNDJLDWL5,Columbia,JM2GNDJLDWL5,ADVEX CORPORATION,332312,Fabricated Structural Metal Manufacturing,JM2GNDJLDWL5,ADVEX CORPORATION,JM2GNDJLDWL5,,
Columbia|YA7EN5YYJYS8,Columbia,YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",,n/a (no SAM record),YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",YA7EN5YYJYS8,,
Columbia|DQ8FL1MAR4K5,Columbia,DQ8FL1MAR4K5,"NAVAL AND MARITIME CONSORTIUM, INC.",,"n/a (SAM record, no NAICS)",,,,,
Columbia|KQJTYTVTATY8,Columbia,KQJTYTVTATY8,"NORTH ATLANTIC INDUSTRIES, INC.",334111,Electronic Computer Manufacturing,KQJTYTVTATY8,"NORTH ATLANTIC INDUSTRIES, INC.",KQJTYTVTATY8,,
Columbia|YFAKM74HKAT9,Columbia,YFAKM74HKAT9,"RZ DESIGN ASSOCIATES, INC",541330,Engineering Services,,,,,
Columbia|M1BVCGDKJ1L7,Columbia,M1BVCGDKJ1L7,RAYTHEON COMPANY,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",KLW3ZYL15493,RAYTHEON COMPANY,KLW3ZYL15493; PPLZG8J3N9D4,,
Columbia|DP49VT4FA4J3,Columbia,DP49VT4FA4J3,"ADA CORE TECHNOLOGIES, INC.",541511,Custom Computer Programming Services,Y884HM6MN5F4,,C15UT9FDSUL1; Y884HM6MN5F4,,
Columbia|LKXHMX1K3AC5,Columbia,LKXHMX1K3AC5,NATIONAL INSTRUMENTS CORP,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,MKRBJA6JXXS7,EMERSON ELECTRIC CO,LKXHMX1K3AC5; MKRBJA6JXXS7,,
Columbia|FH8KQEYJMGL3,Columbia,FH8KQEYJMGL3,LORD CORPORATION,326299,All Other Rubber Product Manufacturing,X97ZECBY6573,LORD CORPORATION,X97ZECBY6573,,
Columbia|CXQ7A9JSV3K5,Columbia,CXQ7A9JSV3K5,MEASUREMENT SYSTEMS INC,335314,Relay and Industrial Control Manufacturing,KBBCEKMXULK7,,KBBCEKMXULK7; SCWYXXK1EM13,,
Columbia|Z86FMF9P1KD6,Columbia,Z86FMF9P1KD6,"G. S. E. DYNAMICS, INC.",336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,Z86FMF9P1KD6,"G. S. E. DYNAMICS, INC.",Z86FMF9P1KD6,,
Columbia|EWDVBA6GPR39,Columbia,EWDVBA6GPR39,PAVION CORP.,238210,Electrical Contractors and Other Wiring Installation Contractors,,,,,
Columbia|VBFXNRMUYSK6,Columbia,VBFXNRMUYSK6,NTS TECHNICAL SYSTEMS,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",KQP8TDGEJBK3,"Nest Parent, Inc.",DJH3J8S4C481; KQP8TDGEJBK3,,
Columbia|HK1VJ4NJ6QN7,Columbia,HK1VJ4NJ6QN7,Lovejoy Curtis LLC,,n/a (no SAM record),,,,,
Columbia|MUD4KL77FK98,Columbia,MUD4KL77FK98,TURNBULL LLC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,MUD4KL77FK98,TURNBULL LLC,E3NCN9MXJAL5; MUD4KL77FK98,,
Columbia|HRJNGAUKL2Q2,Columbia,HRJNGAUKL2Q2,"HI-TEST LABORATORIES, INC.",541330,Engineering Services,,,,,
Columbia|CQLFMKPGRUQ3,Columbia,CQLFMKPGRUQ3,"TEVET, LLC",334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,CQLFMKPGRUQ3,"TEVET, LLC",CQLFMKPGRUQ3,,
Columbia|CEZLBLUFVYT9,Columbia,CEZLBLUFVYT9,"BITTWARE, INC.",334111,Electronic Computer Manufacturing,F161APAUMLD7,"Koch Industries, Inc.",F161APAUMLD7,,
Columbia|WVERJSJEZ4U8,Columbia,WVERJSJEZ4U8,LABORATORY TESTING INC,541380,Testing Laboratories and Services,WVERJSJEZ4U8,LABORATORY TESTING INC,WVERJSJEZ4U8,,
Columbia|C18KXNHETC95,Columbia,C18KXNHETC95,"KITCO FIBER OPTICS, INC.",334417,Electronic Connector Manufacturing,,,,,
